id,date,time,latitude,longitude
C30011,10-03-2014,07:33:18,-22.915968,-43.361477
C30011,10-03-2014,07:34:18,-22.915968,-43.361477
C30011,10-03-2014,07:35:18,-22.915968,-43.361477
C30011,10-03-2014,07:36:18,-22.916025,-43.360981
C30011,10-03-2014,07:37:18,-22.914875,-43.360687
C30011,10-03-2014,07:38:18,-22.914696,-43.360878
C30011,10-03-2014,07:39:18,-22.915382,-43.361565
C30011,10-03-2014,07:40:18,-22.915382,-43.361565
C30011,10-03-2014,07:41:18,-22.915701,-43.361725
C30011,10-03-2014,07:42:18,-22.915701,-43.361725
C30011,10-03-2014,07:43:18,-22.916071,-43.362057
C30011,10-03-2014,07:44:18,-22.916164,-43.362118
C30011,10-03-2014,07:45:18,-22.916492,-43.362236
C30011,10-03-2014,07:46:18,-22.91659,-43.362114
C30011,10-03-2014,07:47:18,-22.917551,-43.361294
C30011,10-03-2014,07:48:18,-22.918112,-43.361027
C30011,10-03-2014,07:49:18,-22.922182,-43.360775
C30011,10-03-2014,07:50:18,-22.924057,-43.361526
C30011,10-03-2014,07:51:18,-22.924932,-43.359776
C30011,10-03-2014,07:52:18,-22.926558,-43.359951
C30011,10-03-2014,07:53:18,-22.927826,-43.358482
C30011,10-03-2014,07:56:18,-22.928526,-43.356297
C30011,10-03-2014,07:57:18,-22.928556,-43.356178
C30011,10-03-2014,07:58:18,-22.928782,-43.355553
C30011,10-03-2014,08:00:08,-22.929098,-43.354126
C30011,10-03-2014,08:02:08,-22.931355,-43.353394
C30011,10-03-2014,08:03:08,-22.932081,-43.353172
C30011,10-03-2014,08:04:18,-22.933659,-43.352596
C30011,10-03-2014,08:05:18,-22.93395,-43.352539
C30011,10-03-2014,08:06:18,-22.93527,-43.352566
C30011,10-03-2014,08:14:18,-22.947281,-43.347744
C30011,10-03-2014,08:15:19,-22.951607,-43.349663
C30011,10-03-2014,08:16:09,-22.952715,-43.354221
C30011,10-03-2014,08:17:19,-22.953676,-43.357109
